460,-428,800,3849,579,-1982,0,0
2617,-682,12,3632,189,-2011,0,0
3536,-818,-522,3336,-7,-1595,0,0
4546,-691,-882,3086,-134,-843,0,0
5100,-337,-1008,3074,-877,-895,0,0
3770,-38,-1053,3400,-1419,-1554,0,0
1067,129,-1261,3708,-1533,-1904,0,0
-1564,198,-1475,3831,-1324,-1765,0,0
-2819,264,-1464,3872,-954,-1574,0,0
-1865,361,-1253,4008,-689,-1641,0,0
-389,242,-1061,4258,-801,-1763,0,0
584,132,-933,3960,-526,-1489,0,0
2472,27,-622,3658,-1314,-1619,0,0
1795,-192,-358,3404,-1339,-1700,0,0
649,-191,-229,3284,-1009,-1602,0,0
289,-101,-196,3441,-1049,-1637,0,0
211,-58,-262,3603,-805,-1637,0,0
790,-106,-436,3669,-498,-1441,0,0
2129,-180,-637,3329,-433,-1634,0,0
3675,-323,-655,2906,-636,-1247,0,0
4460,-401,-562,1888,-235,-1943,0,0
4353,-576,-542,475,361,-3141,0,0
3054,-979,-745,1622,-677,-5056,0,0
1959,-1699,-831,8654,-2748,-9351,0,0
4022,-2800,494,11032,-8009,-10730,0,0
4276,-3473,2899,11759,-9700,-6114,0,0
3801,-3027,4413,10084,-8206,-2369,0,0
2578,-2231,5178,5130,-6472,-825,0,0
283,-1862,5637,3044,-4365,496,0,0
-733,-1715,5839,3558,-3152,1224,0,0
-413,-1440,5781,5172,-2661,886,0,0
-279,-1104,5481,5666,-2363,917,0,0
-951,-900,4939,5623,-2004,699,0,0
-10,-734,4553,5646,-1731,971,0,0
742,-582,4569,5938,-2785,168,0,0
1448,-410,5396,6061,-1412,-1804,0,0
3035,309,6239,1660,9731,-3776,0,0
390,1278,3975,-5357,22296,-7111,0,0
-4126,1332,-2459,-1812,22485,-8593,0,0
-3303,1115,-7264,5673,9974,-4742,0,0
-1756,950,-8464,10968,-2027,-3336,0,0
-1627,1051,-8592,12707,-6546,-913,0,0
-1650,1718,-8566,11721,-7381,990,0,0
-2754,2951,-7855,10144,-5698,1203,0,0
-3927,4420,-6628,8969,-4745,1328,0,0
-4530,5803,-5063,8507,-3739,-133,0,0
-3605,5885,-3595,7711,-2609,-1853,0,0
153,5323,-2929,7148,-3181,-2767,0,0
1297,4901,-2723,10540,-4706,-7775,0,0
-105,3967,-1353,16870,-6829,-14403,0,0
-1745,1971,1436,16154,-5916,-20159,0,0
-1173,-1323,2924,12437,-1058,-13668,0,0
5840,-3032,2712,6272,-3039,-6969,0,0
5088,-3057,3725,3493,-3969,-3802,0,0
3613,-2894,5100,6103,-3608,-2245,0,0
3205,-2601,6250,9126,-3316,-713,0,0
2126,-2006,6642,10117,-2985,1226,0,0
555,-913,6651,9547,-2136,1436,0,0
-2656,-774,6314,8930,-1743,1230,0,0
-3746,-1698,5720,9371,-1804,1278,0,0
-1374,-2563,5197,8327,-1801,1719,0,0
1684,-2533,5810,3428,-1990,1168,0,0
2868,-1240,8477,-2336,6696,313,0,0
-1987,1424,6806,-9804,22834,1160,0,0
-4583,2884,-72,-2259,27680,-1073,0,0
-1691,2290,-6307,6366,13633,-1308,0,0
1054,1715,-8564,13230,1466,1070,0,0
-1982,2554,-8836,14522,-1488,-1717,0,0
-4532,3284,-8485,13151,-2341,-1928,0,0
-2988,3742,-7350,11621,-3742,394,0,0
-1309,4042,-5400,9267,-4035,137,0,0
-227,4123,-3086,6944,-3128,196,0,0
-1217,4328,-2092,6721,-1703,201,0,0
-1371,4718,-2534,8119,-1898,-1337,0,0
-1700,5008,-3690,11994,-5056,-8424,0,0
-864,4045,-2603,18888,-8864,-14078,0,0
-254,2790,424,15185,-10039,-18845,0,0
-1733,-91,2311,10667,-6386,-14880,0,0
3803,-2183,3035,5925,-5812,-7443,0,0
3839,-2324,4510,3744,-5260,-3219,0,0
1134,-2189,6142,7216,-4075,-1425,0,0
-71,-2438,7163,10668,-3830,560,0,0
-101,-2292,7564,10679,-4139,1933,0,0
-334,-1869,7623,9996,-3857,2050,0,0
-1530,-1557,7173,9609,-3433,1722,0,0
-2153,-3528,6898,9287,-3019,1092,0,0
-1008,-1692,6505,8383,-2392,684,0,0
1980,-1128,6927,3819,2443,1287,0,0
3010,814,6890,-4539,14740,-3801,0,0
-964,1314,3029,-2231,23534,-6766,0,0
-1688,1063,-3016,3257,20737,-7397,0,0
-1253,386,-7536,8850,7493,-4219,0,0
-2377,149,-9225,13683,-1201,-1441,0,0
-2562,718,-9678,14533,-3074,621,0,0
-3392,1901,-10038,15461,-3499,2020,0,0
-3168,3179,-9446,14226,-4937,1408,0,0
-1157,3809,-6757,10163,-5712,1768,0,0
-425,4378,-3291,7989,-3337,773,0,0
-864,4793,-2575,9280,-2101,-1294,0,0
-2588,4723,-4000,10955,-4379,-6960,0,0
-1804,4101,-4201,17811,-8658,-11200,0,0
375,3284,-757,15327,-10900,-17768,0,0
-1081,835,1884,11966,-7221,-18358,0,0
2840,-2070,2156,8252,-7239,-10766,0,0
4025,-2972,3741,6111,-6965,-6010,0,0
2177,-3280,5463,8470,-4279,-1304,0,0
4055,-2687,6768,12174,-2966,1422,0,0
3412,-1098,7454,12263,-2332,2818,0,0
2872,435,7857,12131,-2105,2987,0,0
1625,1560,7866,11977,-2154,1378,0,0
-885,1586,7596,11948,-1729,1291,0,0
70,1413,7597,11738,-1178,568,0,0
4393,2092,8275,8463,1862,-1858,0,0
5141,4644,7428,-3684,13935,-10994,0,0
-2982,3817,2154,-4485,21527,-15748,0,0
-4254,1363,-3179,2015,16302,-14959,0,0
-2932,-1283,-6155,6414,7141,-7599,0,0
-514,-2789,-7921,10071,222,-1494,0,0
567,-3171,-9029,12868,-2164,449,0,0
-1924,-2987,-9759,14497,-3053,1046,0,0
-4238,-1679,-9449,13383,-4616,1662,0,0
-3090,56,-7004,8818,-3916,3109,0,0
88,1520,-4443,6683,-2214,1506,0,0
-1557,2354,-3745,6521,-1507,1403,0,0
-3215,3108,-4313,7671,-1468,218,0,0
-1220,3132,-5284,11475,-4480,-2360,0,0
