-36,-48,-60,1179,3764,-694,0,0
-30,-50,-77,1171,3702,-652,0,0
-39,-18,-82,1230,3815,-659,0,0
-52,-21,-64,1333,3852,-698,0,0
-104,-145,18,1423,3834,-802,0,0
-141,-349,119,1382,3806,-788,0,0
-105,-456,167,1257,3791,-629,0,0
-57,-332,178,1169,3779,-549,0,0
-20,-149,187,1168,3776,-514,0,0
-22,-110,180,1135,3767,-541,0,0
-45,-125,129,1120,3775,-575,0,0
-63,-202,41,1099,3756,-646,0,0
-72,-282,-37,1095,3727,-758,0,0
-74,-284,-61,1259,3869,-864,0,0
-33,-370,-60,1295,3890,-796,0,0
54,-315,-33,1228,3772,-607,0,0
117,-143,15,1187,3863,-519,0,0
152,37,65,1175,3926,-480,0,0
152,206,112,1087,3841,-440,0,0
90,345,124,1045,3744,-400,0,0
7,365,32,1112,3726,-424,0,0
-49,290,-126,1146,3711,-409,0,0
-99,211,-237,1162,3763,-464,0,0
-128,177,-281,1259,3884,-621,0,0
-102,284,-223,1353,3920,-829,0,0
-22,507,-92,1442,3831,-954,0,0
52,463,-12,1430,3740,-876,0,0
76,198,-24,1305,3714,-647,0,0
108,167,-2080,950,3765,-484,0,0
262,1331,-157,-425,3511,-505,0,0
898,4651,-736,-1414,3278,-998,0,0
1928,9816,-847,566,2844,-1891,0,0
2602,9666,258,5068,3150,-134,0,0
2807,10253,2190,10035,5366,222,0,0
1059,8402,4330,11612,7885,2088,0,0
-696,3449,5496,7965,10831,4749,0,0
-1857,-879,6111,6106,10517,7509,0,0
-2769,-2767,6338,5276,8390,6534,0,0
-3269,-1886,6437,3645,5562,4546,0,0
-3371,-1526,6402,2332,3464,2804,0,0
-2846,-1817,6437,2198,4079,1942,0,0
-2461,-1720,6159,2429,5136,1322,0,0
-2253,-1227,5773,1974,5055,328,0,0
-2092,-754,5464,1408,4534,714,0,0
-1734,-1583,4999,701,4856,-1474,0,0
-410,-2226,4765,-3757,3614,-2697,0,0
681,178,4140,-8415,-816,-5107,0,0
544,-323,2444,-11200,-1456,-4809,0,0
-259,-111,-978,-12681,-1622,-5992,0,0
-282,-553,-3739,-7628,-463,-3896,0,0
-222,-220,-5364,-4599,1198,-2402,0,0
-156,-96,-7254,-1243,3726,-1628,0,0
-414,-959,-8993,1530,7294,-738,0,0
-449,-1504,-9850,2778,10955,-427,0,0
62,58,-9458,3945,11277,708,0,0
196,1862,-8128,3650,8226,1834,0,0
-253,1370,-6630,2619,6738,1635,0,0
-1031,-1255,-5711,3298,6533,1236,0,0
-2527,-4598,-5087,4282,8549,224,0,0
-4185,-4407,-3944,5053,8682,-523,0,0
-4922,-2651,-2987,7344,11475,-3098,0,0
-4742,-304,-1642,10784,11789,-14908,0,0
-317,800,704,6471,6023,-14595,0,0
3596,2410,2016,5405,7839,-476,0,0
3679,4076,1896,7469,10031,-1860,0,0
2818,5935,3243,6181,11611,-1815,0,0
624,5598,5171,4998,8540,1489,0,0
-1700,2630,6131,3104,6532,1289,0,0
