155023.3425,174359.7802,1897872.179,404364.7055,563529.0166,254092.2954,858075.2719,1,1,1,1151436.627,6479623.688,1751098.447,1726270.579,3319715.195,3177914.259,1662349.201,2,1,1
211729.4025,234247.3258,2281779.366,843038.774,692155.1397,409934.755,1386205.242,2,2,3,1257316.924,4800618.843,2884537.05,2509536.425,3609562.281,3409995.858,2697762.585,2,3,3
138422.2865,211415.423,1444371.382,535792.4374,536314.283,325102.2317,878828.2364,3,3,2,1105435.031,3200831.105,2409240.117,1871791.449,2708281.313,2396986.33,2124174.866,3,2,2
157586.0785,281847.7155,1565521.471,638240.0714,662150.9056,422114.3683,1004416.992,2,2,3,1107753.069,3730081.05,2563258.778,1505960.976,3090159.735,2368890.371,1968232.774,2,2,2
163202.669,255260.5647,1745871.945,562776.848,624626.7385,339327.2242,979532.8968,3,3,2,1226458.688,4420591.254,2447710.88,1687392.047,3179486.002,2670865.698,2007135.262,2,3,3
135118.441,215884.2025,1234165.282,709083.1254,505797.2957,386949.8597,938288.7708,2,2,2,1109860.093,4797707.717,2350705.222,716739.4678,3333670.71,1814341.991,1291805.146,3,2,2
165115.5255,265568.1649,1609423.357,753087.6544,651690.6833,444895.749,1106238.597,2,2,3,1270599.617,4786476.464,2934949.284,1361290.079,3717842.001,2512731.154,2002656.925,2,3,3
137265.8195,330039.1933,1292651.335,527782.3904,646901.4403,410441.8426,822763.9203,3,3,2,1103283.863,4082239.785,2409843.722,668332.8544,3087075.654,1575704.601,1243404.31,3,2,2
128060.441,418914.0855,1135901.803,483185.4839,686451.552,446495.5733,735074.0794,2,2,2,1122634.512,4209165.024,2874288.57,659330.9664,3436605.726,1583504.573,1336837.834,2,2,2
149557.5455,415653.1063,1376792.87,574031.8275,749235.6284,478627.0025,888759.3497,2,2,3,1261176.542,4548991.896,3519114.906,1072973.223,3932555.504,2143710.978,1951419.134,2,3,3
132891.6735,289975.12,1276066.758,547762.6391,604001.5645,389993.9597,835152.978,2,2,2,1189804.863,4056037.609,2965649.269,1232352.678,3401719.487,2104468.589,1899763.215,2,1,1
161480.032,334303.1279,1477226.215,723462.6231,698526.9249,485530.4463,1034291.211,3,3,2,1117335.177,4109585.802,3286728.253,1216936.812,3628896.8,2153055.88,1971102.401,2,2,2
156777.6625,513563.3687,1451493.179,530464.2941,856853.8775,508324.8119,870717.2286,2,2,2,1146818.522,4812816.697,3765578.271,977702.762,4209744.168,2104815.478,1921434.919,3,2,2
152988.2985,436807.1561,1294772.038,700209.0332,733967.5643,542819.5261,945842.7423,2,2,2,1138901.018,3908021.806,3488423.143,1028975.95,3607711.047,1934523.534,1871152.268,2,2,2
