-309,-2511,87,2207,-3943,-124,0,0
-485,-3198,-479,1846,-4002,-275,0,0
-625,-2882,-1173,1814,-3696,-790,0,0
-714,-1971,-2021,2280,-3606,-935,0,0
-908,-2270,-2706,2724,-4530,-1132,0,0
-1407,-3008,-3034,2667,-4966,-1268,0,0
-2018,-2895,-3119,2686,-5308,-1414,0,0
-2460,-2954,-2846,2430,-5298,-1483,0,0
-2681,-2598,-2450,2199,-5064,-1544,0,0
-2683,-2249,-2081,1973,-4706,-1685,0,0
-2531,-1897,-1724,1636,-4149,-1971,0,0
-2294,-1591,-1457,1584,-3392,-2441,0,0
-2009,-1742,-1225,1351,-3010,-2484,0,0
-1615,-1786,-961,1001,-2378,-2983,0,0
-1334,-1507,-724,840,-1589,-3477,0,0
-1143,-1465,-555,768,-1053,-3716,0,0
-960,-1275,-446,378,-1022,-3972,0,0
-755,-756,-400,316,-868,-4176,0,0
-462,-709,-279,-174,-613,-4654,0,0
-158,-294,-209,-535,-479,-5007,0,0
47,-266,-150,-987,-547,-4618,0,0
398,-199,44,-1089,-406,-4481,0,0
851,0,416,-990,-558,-4479,0,0
1091,809,723,-603,-1172,-4162,0,0
1096,1120,1029,69,-1706,-3573,0,0
1201,1371,1212,381,-1722,-3451,0,0
1330,2410,1168,740,-2114,-3390,0,0
1195,2635,1182,1433,-2139,-2505,0,0
1124,1829,1407,1382,-2285,-2632,0,0
1116,2305,1472,1552,-3046,-1595,0,0
1238,2377,1756,2300,-3318,-1321,0,0
1381,1232,2046,1816,-3072,-1277,0,0
1326,556,1888,1423,-2292,-1287,0,0
1229,500,1610,1398,-2142,-1309,0,0
1213,517,1550,1204,-3122,-2069,0,0
1051,839,1768,1534,-4035,-1552,0,0
1153,1368,2160,1837,-4534,-2175,0,0
1216,1428,2477,1879,-4713,-2174,0,0
1123,1838,2380,1919,-4580,-2330,0,0
826,1578,1974,1823,-4441,-2011,0,0
722,1010,1625,1331,-4336,-1689,0,0
863,958,1530,1145,-4310,-1556,0,0
967,798,1569,1154,-5000,-1492,0,0
818,214,1399,1133,-5079,-1268,0,0
509,-9,825,711,-4355,-957,0,0
259,492,148,676,-3790,-740,0,0
99,535,-386,636,-3611,-669,0,0
-67,41,-713,398,-4079,-292,0,0
-168,-106,-868,240,-4562,-43,0,0
-120,-155,-932,636,-4174,-349,0,0
-83,-811,-1059,1093,-3956,-784,0,0
-196,-1327,-1213,1657,-4772,-642,0,0
-333,-1722,-1249,2541,-5193,-1154,0,0
-496,-1910,-1630,2870,-4691,-1478,0,0
-701,-1890,-2331,3331,-4482,-1805,0,0
-1098,-2293,-3004,3202,-4354,-1559,0,0
-1460,-2564,-3421,2663,-4261,-1422,0,0
-1832,-2687,-3448,2366,-3955,-1091,0,0
-1964,-2894,-3175,2055,-3744,-1221,0,0
-1994,-2733,-2747,1814,-3391,-1478,0,0
-1949,-2521,-2265,1679,-3122,-1653,0,0
-1837,-2210,-1771,1252,-2774,-2143,0,0
-1761,-1866,-1332,1171,-2402,-2309,0,0
-1569,-1709,-1052,825,-1921,-2859,0,0
-1264,-1731,-863,686,-1557,-3481,0,0
-889,-2388,-647,39,-901,-4198,0,0
-761,-2619,-277,-469,-764,-4296,0,0
-641,-2215,210,-810,-902,-4315,0,0
-545,-1392,595,-890,-1022,-4275,0,0
-506,-486,725,-910,-1190,-4064,0,0
-335,499,495,-1176,-1071,-4584,0,0
-200,769,205,-1493,-780,-4742,0,0
-16,694,11,-1707,-581,-4252,0,0
472,601,130,-1319,-340,-4287,0,0
976,58,459,-1158,-691,-4383,0,0
1163,230,633,-603,-1392,-3892,0,0
1290,751,814,42,-1758,-3271,0,0
1530,1313,1049,438,-1855,-2867,0,0
1757,1596,1302,742,-1885,-2723,0,0
1924,1528,1460,998,-2068,-3015,0,0
2026,1242,1507,963,-2461,-2979,0,0
2103,1412,1427,1197,-2899,-3403,0,0
2008,853,1357,1154,-3611,-2765,0,0
1995,596,1330,1035,-3689,-2745,0,0
1900,512,1403,846,-3411,-2443,0,0
1836,865,1332,1020,-3386,-1934,0,0
1892,535,1270,807,-3643,-2447,0,0
1820,810,1274,841,-4153,-1404,0,0
1915,2078,1425,1107,-4448,-1225,0,0
1946,2883,1588,1158,-4414,-1036,0,0
1837,3406,1712,1153,-4319,-912,0,0
1586,3762,1808,1322,-4524,-808,0,0
1333,3521,1945,1796,-5857,-1290,0,0
996,2176,2007,1868,-5917,-1643,0,0
802,708,1515,1754,-4557,-2133,0,0
608,-998,702,1257,-3877,-2220,0,0
249,-2092,102,617,-4060,-1736,0,0
-108,-1345,-106,398,-4213,-1275,0,0
-325,-7,-147,793,-4053,-1201,0,0
-445,-39,-287,1247,-3911,-1160,0,0
-559,-947,-549,1262,-4329,-1155,0,0
-798,-1589,-865,1128,-4955,-936,0,0
-987,-1404,-1220,1158,-5217,-1072,0,0
-1173,-1064,-1654,1076,-4971,-961,0,0
-1302,-864,-2134,1026,-4179,-1027,0,0
-1410,-811,-2613,1181,-3858,-839,0,0
-1497,-1294,-2899,1410,-4157,-932,0,0
-1615,-2086,-2810,1552,-4618,-1114,0,0
-1770,-2297,-2489,1718,-4588,-1306,0,0
-1844,-2190,-2324,1589,-4152,-1970,0,0
-1975,-1880,-2202,1966,-4275,-2199,0,0
-2018,-1987,-2000,1625,-3438,-2632,0,0
-2110,-2121,-1953,1403,-2997,-2982,0,0
-2180,-2720,-1783,1073,-2598,-3023,0,0
-1927,-3364,-1445,456,-2220,-3184,0,0
-1456,-3774,-1171,-93,-1789,-3257,0,0
-1143,-3699,-839,-779,-1739,-3086,0,0
-995,-2066,-502,-1143,-1327,-2959,0,0
-894,-587,-109,-1344,-1209,-3403,0,0
-844,414,215,-1260,-990,-3904,0,0
-754,811,262,-1107,-496,-4368,0,0
-593,444,255,-1238,-166,-4644,0,0
-321,424,170,-999,-104,-4874,0,0
2,-130,254,-1290,-342,-5040,0,0
286,254,268,-1414,-353,-5167,0,0
577,316,278,-1385,-319,-5122,0,0
776,-94,404,-1365,-566,-4878,0,0
889,27,468,-1221,-850,-4834,0,0
860,136,575,-1014,-1012,-4247,0,0
861,720,742,-752,-1359,-3846,0,0
876,1845,718,-411,-1487,-3302,0,0
977,2805,572,145,-1570,-2901,0,0
1072,3287,537,572,-1656,-2568,0,0
1050,3011,730,1394,-1618,-2027,0,0
1078,1665,1021,1499,-1773,-1989,0,0
1250,1225,1120,1417,-1817,-1965,0,0
1323,1772,1166,1732,-2156,-1771,0,0
1274,1640,1387,1870,-2354,-1742,0,0
1274,1546,1604,1855,-2581,-1795,0,0
1253,1659,1901,1963,-3286,-1929,0,0
1144,1597,2161,2116,-3460,-2183,0,0
1105,1344,2243,2071,-4061,-1985,0,0
