-27,-2,23,-3829,1376,-842,0,0
-14,8,24,-3820,1365,-843,0,0
6,23,7,-3817,1349,-833,0,0
3,34,1,-3838,1354,-802,0,0
-2,34,6,-3846,1358,-777,0,0
2,22,11,-3827,1354,-761,0,0
20,3,9,-3818,1343,-766,0,0
20,-11,6,-3803,1321,-756,0,0
1,-19,1,-3804,1323,-770,0,0
-11,-24,-9,-3823,1346,-783,0,0
-2,-30,-15,-3850,1356,-793,0,0
0,-37,-6,-3833,1352,-802,0,0
-306,77,-209,-3656,1571,-861,0,0
-269,106,-199,-3419,1485,-855,0,0
-212,60,-69,-2954,1288,-907,0,0
-157,13,-18,-2784,1181,-916,0,0
-160,24,-169,-2665,1270,-743,0,0
-154,-15,-428,-2604,1333,-736,0,0
-172,-97,-544,-2842,1278,-532,0,0
-119,-236,-453,-3370,1140,-341,0,0
-54,-304,-291,-4226,832,-76,0,0
-121,-241,-107,-4240,335,198,0,0
-402,-115,227,-4174,-200,108,0,0
-944,89,443,-4635,43,106,0,0
-961,299,259,-4939,392,291,0,0
-688,330,132,-4085,472,45,0,0
-699,103,56,-3739,1010,-620,0,0
25,-45,-157,-4158,1185,-533,0,0
558,-51,-166,-4903,966,-296,0,0
94,-29,-42,-5453,944,-354,0,0
-92,-101,167,-5182,1034,-176,0,0
501,-207,129,-6943,1182,9,0,0
589,2,-241,-6705,884,658,0,0
-260,59,-266,-4871,595,261,0,0
-783,-60,4,-4497,734,-276,0,0
-924,148,32,-4535,1063,-568,0,0
-1544,609,37,-2898,1267,-143,0,0
-947,396,92,-2604,2348,-553,0,0
599,108,-77,-3363,2226,-673,0,0
701,117,69,-5501,2224,-712,0,0
-220,411,726,-7616,1505,-392,0,0
-1007,555,1507,-7396,870,-204,0,0
-603,416,1610,-5760,146,-527,0,0
-217,422,1243,-4472,-540,-524,0,0
-894,609,727,-3800,-525,-535,0,0
-1741,717,324,-3855,-81,-349,0,0
-1850,507,144,-3039,700,-275,0,0
-928,71,-66,-2242,1057,-580,0,0
-265,-256,-317,-1978,1233,-464,0,0
39,-510,-641,-2408,1911,-77,0,0
1379,-790,-1081,-2733,2162,79,0,0
2658,-1034,-1387,-3374,1882,-128,0,0
2736,-1038,-1492,-3985,1800,-342,0,0
2229,-787,-1472,-4328,1852,-528,0,0
1822,-368,-1149,-3634,1459,-512,0,0
859,-65,-490,-3418,1123,-537,0,0
-163,135,9,-3521,1356,-599,0,0
-486,298,159,-3409,1427,-419,0,0
-435,370,126,-3521,1441,-281,0,0
-253,383,-17,-3797,1579,-291,0,0
-90,363,-124,-3912,1484,-284,0,0
-235,280,0,-3753,1419,-371,0,0
-316,150,250,-3508,1502,-452,0,0
23,9,438,-3363,1502,-455,0,0
474,-51,504,-3751,1424,-510,0,0
505,49,361,-4947,1493,-363,0,0
-32,145,141,-4797,1458,-243,0,0
-439,-20,324,-3836,1354,-606,0,0
2,-296,785,-3714,1465,-734,0,0
964,-376,1041,-3868,1370,-694,0,0
1166,-158,1009,-3762,822,-744,0,0
140,52,707,-3591,987,-891,0,0
-2416,102,259,-3665,1324,-889,0,0
-57,58,-89,-3830,1300,-898,0,0
-466,56,-165,-3868,1303,-1039,0,0
