-310,-1029,2897,-1647,4433,-1243,0,0
-326,-1549,3102,-1708,4120,-1475,0,0
-180,-1176,2648,-1839,4251,-1585,0,0
61,-551,1912,-1378,4521,-1372,0,0
405,-1938,1273,-1075,4539,-1444,0,0
937,-1783,444,-2889,3733,-1045,0,0
988,-2256,-158,-2055,3190,-598,0,0
811,-142,48,-1737,2970,-260,0,0
592,619,436,-1530,2738,-393,0,0
470,311,841,-1474,2800,-407,0,0
355,24,1152,-1649,3474,-396,0,0
186,-81,1361,-1795,4252,-388,0,0
-28,-186,1440,-1922,4904,-468,0,0
-265,-301,1179,-1912,4940,-466,0,0
-504,-319,573,-1855,5196,-653,0,0
-617,-439,-20,-1864,5282,-986,0,0
-605,-784,-480,-1793,3765,-1002,0,0
-643,-387,-925,-2085,3162,-901,0,0
-624,1726,-1221,-2079,3921,-1398,0,0
-453,5130,-377,1099,4270,-2026,0,0
-170,5247,817,948,4681,-2437,0,0
988,-435,-289,-501,4036,-1783,0,0
1425,-3552,-1469,-691,3379,-26,0,0
1084,-3482,-2141,-1575,3345,218,0,0
706,-1643,-2391,-1958,3331,-57,0,0
497,-239,-2206,-1670,3407,-518,0,0
485,158,-1682,-1327,3840,-730,0,0
389,-247,-854,-1276,4019,-851,0,0
271,-978,39,-1383,3888,-822,0,0
212,-1383,794,-1450,4104,-942,0,0
240,-1648,1427,-1512,4647,-928,0,0
89,-1804,1953,-1655,3950,-1223,0,0
-8,-1508,1906,-1713,3263,-1489,0,0
133,-851,1446,-1647,3772,-1394,0,0
285,-233,940,-1229,4383,-1265,0,0
435,-559,618,-1091,4174,-1368,0,0
614,-1343,452,-1390,3660,-1229,0,0
716,-1519,410,-1579,3263,-889,0,0
684,-1161,436,-1604,2988,-683,0,0
627,-762,485,-1521,3037,-588,0,0
586,-714,539,-1362,3332,-563,0,0
490,-976,582,-1413,3547,-530,0,0
321,-1101,717,-1620,4244,-633,0,0
171,-1076,924,-1691,4422,-713,0,0
-39,-1066,1024,-1635,3929,-712,0,0
-201,-1012,932,-1758,4461,-838,0,0
-226,-834,859,-1997,5148,-924,0,0
-275,-506,781,-1971,4219,-925,0,0
-388,91,368,-1973,3425,-1052,0,0
-424,1157,-317,-1879,3744,-1141,0,0
-289,2347,-1023,-1725,4564,-1019,0,0
-183,4950,-1212,680,4505,-1355,0,0
300,2676,-1048,1068,3684,-2072,0,0
867,-2355,-1481,-750,3534,-1483,0,0
963,-3375,-2003,-1324,3532,-566,0,0
708,-1983,-2146,-1615,3358,-330,0,0
486,-409,-1986,-1434,3188,-607,0,0
404,-29,-1329,-1346,3304,-765,0,0
308,-265,-212,-1604,3608,-931,0,0
264,-528,982,-1713,4052,-999,0,0
337,-943,1974,-1552,4662,-986,0,0
428,-1595,2469,-1528,5125,-878,0,0
401,-2130,2242,-1529,4489,-1124,0,0
470,-2225,1216,-1354,3560,-1118,0,0
655,-1831,70,-1197,3835,-914,0,0
803,-1542,-568,-1332,4285,-583,0,0
777,-1651,-594,-1371,3833,-574,0,0
707,-1701,-173,-1465,3109,-622,0,0
623,-1355,336,-1730,2782,-540,0,0
500,-650,840,-1731,2591,-493,0,0
395,-50,1133,-1605,2751,-642,0,0
356,-20,1117,-1502,3219,-746,0,0
287,-296,1042,-1586,3774,-707,0,0
180,-334,1051,-1948,4523,-867,0,0
61,-101,1065,-2075,4989,-903,0,0
-107,43,910,-2071,5269,-935,0,0
-245,169,522,-2054,5024,-1058,0,0
-311,459,-2,-1979,3949,-933,0,0
-343,1026,-553,-1918,3558,-751,0,0
-340,1777,-962,-1837,3962,-856,0,0
-217,2234,-1262,-1584,4445,-1023,0,0
7,2197,-1552,-1396,4439,-1062,0,0
244,1930,-1796,-725,3723,-1302,0,0
524,540,-2073,-942,3170,-1043,0,0
618,-188,-2363,-1307,3241,-593,0,0
566,313,-2399,-1266,3409,-612,0,0
535,454,-2124,-1175,3546,-668,0,0
455,21,-1497,-1427,4112,-721,0,0
