-185,112,-209,3999,-814,426,0,0
-127,67,-176,3951,-804,413,0,0
-1,63,-73,3951,-799,413,0,0
42,73,-57,3938,-819,468,0,0
2,108,-160,3928,-833,494,0,0
-70,153,-289,3894,-848,511,0,0
-146,202,-373,3848,-875,525,0,0
-240,246,-398,3824,-838,500,0,0
-205,250,-335,3983,-708,533,0,0
135,198,-170,4136,-670,499,0,0
341,100,-54,4064,-690,360,0,0
190,26,-55,3956,-650,398,0,0
-5,13,-59,3906,-599,433,0,0
-96,-25,-44,3866,-502,439,0,0
5,-126,12,3937,-419,471,0,0
238,-187,130,3985,-477,547,0,0
437,-201,257,3893,-544,503,0,0
629,-165,412,3815,-515,335,0,0
1169,-128,689,4000,-601,198,0,0
1216,-38,675,3980,-684,47,0,0
932,12,465,3483,-786,-108,0,0
1129,60,455,3335,-1361,-164,0,0
637,170,312,3614,-1749,-293,0,0
-739,204,11,3699,-1706,-474,0,0
-1500,124,29,3998,-2105,98,0,0
-1099,-16,500,4169,-2112,182,0,0
-180,-97,1292,4222,-2869,-68,0,0
-36,-242,1877,4310,-3431,-551,0,0
-407,-620,2226,4534,-3796,-66,0,0
-576,-868,2553,5081,-4147,276,0,0
-1020,-997,2607,4927,-3757,144,0,0
-1408,-1026,2387,4091,-2753,-117,0,0
-1318,-1034,1883,2910,-1535,304,0,0
-434,-903,1316,2081,-690,1084,0,0
735,-542,700,2199,-216,1058,0,0
1773,-391,16,2060,127,1020,0,0
2187,-196,-761,2519,-596,511,0,0
1617,-49,-1852,4044,-2208,406,0,0
1052,-278,-2270,5554,-4450,928,0,0
1933,-730,-1284,5767,-6114,183,0,0
2421,-937,-399,3848,-6561,-503,0,0
916,-935,-577,1810,-5598,-704,0,0
84,-696,-484,780,-4946,-885,0,0
117,-345,125,123,-4164,-1220,0,0
216,-141,811,-906,-3329,-867,0,0
187,305,1543,-696,-3319,-1564,0,0
-363,754,1950,438,-3724,-1463,0,0
-1067,825,1927,2146,-5947,-584,0,0
-1701,529,1776,4373,-8288,-302,0,0
-2851,-343,1578,6129,-7844,364,0,0
-2926,-1339,1682,5380,-4506,977,0,0
-1220,-1431,1767,3422,-1663,1416,0,0
589,-519,1437,2474,1,991,0,0
822,380,457,1946,480,760,0,0
-98,444,-761,1530,1004,1020,0,0
209,108,-1606,1635,1286,1349,0,0
1376,104,-2622,3399,-243,828,0,0
2795,25,-3875,6847,-7613,950,0,0
3612,-617,-2674,7839,-12480,-268,0,0
3507,-1460,438,2631,-9260,-2554,0,0
656,-1077,259,-740,-5058,-1327,0,0
-581,-469,6,-1367,-3658,-571,0,0
-284,-61,565,-1323,-2067,-1016,0,0
108,245,1128,-941,-2027,-983,0,0
-161,561,1508,-191,-3067,-1012,0,0
-1135,831,1550,967,-5213,-816,0,0
-2690,1080,1061,3999,-9110,-1107,0,0
-4236,395,490,6516,-9261,-31,0,0
-2926,-1002,1095,5038,-4841,1124,0,0
-315,-1205,1788,2854,-2013,1119,0,0
671,-407,1151,2399,139,1014,0,0
578,344,-108,2400,1124,733,0,0
92,198,-1562,2492,1637,1950,0,0
670,-61,-2392,2700,1654,1982,0,0
